"Date","Price","Open","High","Low","Vol.","Change %"
"12/01/2005","307.50","311.22","317.75","306.60","35.25K","-1.23%"
"11/01/2005","311.33","310.34","325.25","301.78","40.01K","1.28%"
"10/01/2005","307.40","289.95","311.39","283.86","55.49K","6.25%"
"09/01/2005","289.33","255.02","289.33","254.56","45.19K","13.69%"
"08/01/2005","254.50","245.48","256.23","245.48","28.43K","3.65%"
"07/01/2005","245.53","246.83","249.81","243.67","26.66K","-0.52%"
"06/01/2005","246.81","244.10","247.71","244.10","25.29K","1.05%"
"05/01/2005","244.24","245.56","245.56","241.39","17.72K","-0.82%"
"04/01/2005","246.25","247.05","248.79","244.87","26.01K","-0.11%"
"03/01/2005","246.51","235.96","252.64","235.81","26.88K","4.85%"
"02/01/2005","235.10","232.93","236.02","232.41","9.23K","0.76%"
"01/01/2005","233.32","238.39","238.39","233.21","16.93K","-2.49%"
"12/01/2004","239.29","233.51","240.50","227.69","27.32K","4.24%"
"11/01/2004","229.56","232.57","232.67","221.06","26.44K","-1.30%"
"10/01/2004","232.59","233.22","236.05","230.28","17.95K","-0.26%"
"09/01/2004","233.19","231.89","233.32","229.89","22.24K","0.35%"
"08/01/2004","232.38","238.41","238.46","209.41","21.42K","-2.54%"
"07/01/2004","238.44","249.42","249.42","235.30","11.85K","-4.51%"
"06/01/2004","249.70","252.64","256.11","244.76","18.96K","-0.91%"
"05/01/2004","251.99","265.03","265.60","251.16","20.47K","-4.70%"
"04/01/2004","264.43","280.53","280.53","250.45","20.55K","-4.69%"
"03/01/2004","277.44","271.44","278.25","247.79","24.84K","6.46%"
"02/01/2004","260.60","213.26","262.04","199.56","25.03K","21.59%"
"01/01/2004","214.32","167.69","217.70","167.69","11.00K","28.38%"
"12/01/2003","166.94","164.75","170.36","161.01","14.05K","1.87%"
"11/01/2003","163.87","136.64","166.04","135.50","8.10K","20.31%"
"10/01/2003","136.21","139.31","139.31","130.90","7.18K","-2.23%"
"09/01/2003","139.32","142.51","142.51","139.22","2.81K","-2.38%"
"08/01/2003","142.71","144.99","144.99","140.96","3.29K","-2.47%"
"07/01/2003","146.32","152.29","154.14","146.32","2.61K","-3.91%"
"06/01/2003","152.27","151.45","152.64","150.79","2.97K","0.02%"
"05/01/2003","152.24","152.21","158.54","152.21","3.08K","-0.20%"
"04/01/2003","152.54","139.64","152.98","139.64","3.48K","4.90%"
"03/01/2003","145.41","165.58","165.58","145.41","2.51K","-11.66%"
"02/01/2003","164.61","172.38","172.38","163.91","1.45K","-4.51%"
"01/01/2003","172.38","183.41","183.41","170.55","1.64K","-5.97%"
"12/01/2002","183.33","179.27","187.21","179.27","3.03K","3.07%"
"11/01/2002","177.87","177.35","177.87","174.62","2.14K","0.15%"
"10/01/2002","177.61","182.97","183.40","177.61","2.60K","-2.48%"
"09/01/2002","182.13","191.43","191.43","179.93","2.70K","-4.97%"
"08/01/2002","191.66","197.12","197.12","188.73","3.15K","-2.99%"
"07/01/2002","197.57","200.26","200.50","191.25","4.39K","-2.22%"
"06/01/2002","202.06","207.81","207.81","192.13","2.17K","-2.44%"
"05/01/2002","207.12","209.52","214.23","203.65","5.19K","-0.65%"
"04/01/2002","208.48","203.14","208.48","197.12","4.09K","4.16%"
"03/01/2002","200.15","193.59","200.15","180.73","3.99K","4.74%"
"02/01/2002","191.10","204.48","205.37","191.10","1.56K","-7.93%"
"01/01/2002","207.55","231.70","231.70","203.27","2.01K","-11.83%"
"12/01/2001","235.40","283.02","283.02","235.40","1.31K","-18.41%"
"11/01/2001","288.52","265.03","301.09","265.03","1.28K","10.85%"
"10/01/2001","260.29","229.06","260.29","203.12","2.48K","6.48%"
"09/01/2001","244.46","296.43","307.76","244.46","1.79K","-11.87%"
"08/01/2001","277.40","395.63","395.63","261.35","2.12K","-34.34%"
"07/01/2001","422.46","491.17","512.80","411.43","1.96K","-15.56%"
"06/01/2001","500.28","411.03","571.04","411.03","2.24K","23.75%"
"05/01/2001","404.26","327.13","404.26","327.13","1.06K","25.91%"
"04/01/2001","321.07","274.43","321.07","274.43","1.56K","19.22%"
"03/01/2001","269.30","253.64","269.30","248.05","1.67K","6.70%"
"02/01/2001","252.40","250.23","260.15","245.99","1.43K","2.69%"
"01/01/2001","245.80","210.56","245.80","210.56","0.84K","18.84%"
"12/01/2000","206.83","171.87","206.83","171.87","0.90K","22.58%"
"11/01/2000","168.73","143.33","168.73","143.33","0.87K","19.80%"
"10/01/2000","140.84","120.92","140.84","120.92","0.67K","16.68%"
"09/01/2000","120.71","113.37","120.71","112.39","0.64K","4.83%"
"08/01/2000","115.15","103.38","118.96","103.38","0.56K","13.39%"
